Customer ID,Churn Label,Contract,Monthly Charge,Tenure in Months,Payment Method,Total Revenue,Internet Service
2778-OCLGR,Yes,Month-to-Month,39.1,24,Bank Withdrawal,971.3,Yes
7067-KSAZT,Yes,One Year,106.25,65,Bank Withdrawal,8194.65,Yes
9300-AGZNL,Yes,Month-to-Month,94.0,1,Bank Withdrawal,115.85,Yes
1112-CUNAO,Yes,Month-to-Month,89.85,15,Bank Withdrawal,1489.15,Yes
3389-YGYAI,Yes,Month-to-Month,105.5,8,Bank Withdrawal,1190.83,Yes
3070-DVEYC,Yes,Month-to-Month,73.75,7,Credit Card,771.9499999999999,Yes
5707-ORNDZ,Yes,Month-to-Month,54.55,9,Bank Withdrawal,516.1,Yes
8696-JKZNU,Yes,Month-to-Month,76.25,37,Bank Withdrawal,3838.7,Yes
2055-PDADH,Yes,Month-to-Month,70.4,3,Bank Withdrawal,211.48,Yes
2302-ANTDP,Yes,Month-to-Month,117.45,48,Bank Withdrawal,7504.82,Yes
5233-GEEAX,Yes,Month-to-Month,29.4,8,Bank Withdrawal,221.9,Yes
7137-RYLPP,Yes,Month-to-Month,85.7,37,Bank Withdrawal,4895.72,Yes
3957-LXOLK,Yes,Month-to-Month,106.15,28,Bank Withdrawal,3423.26,Yes
5281-BUZGT,Yes,Month-to-Month,90.85,36,Bank Withdrawal,4026.58,Yes
2718-GAXQD,Yes,Month-to-Month,46.0,4,Bank Withdrawal,350.12,Yes
3217-FZDMN,Yes,Month-to-Month,94.45,8,Credit Card,784.63,Yes
7480-QNVZJ,Yes,Month-to-Month,95.7,50,Bank Withdrawal,5762.7,Yes
7124-UGSUR,Yes,One Year,104.4,61,Credit Card,8546.71,Yes
1862-SKORY,Yes,Month-to-Month,39.3,40,Bank Withdrawal,1637.4,Yes
4816-JBHOV,Yes,Month-to-Month,44.7,2,Bank Withdrawal,176.56,Yes
3247-ZVOUO,Yes,Month-to-Month,85.55,10,Bank Withdrawal,911.85,Yes
1268-ASBGA,Yes,Month-to-Month,85.35,16,Credit Card,1534.0300000000002,Yes
4713-LZDRV,Yes,Month-to-Month,79.6,2,Bank Withdrawal,258.87,Yes
4325-NFSKC,Yes,Month-to-Month,90.6,19,Bank Withdrawal,2194.28,Yes
6502-HCJTI,Yes,Month-to-Month,94.7,7,Credit Card,741.0,Yes
8258-GSTJK,Yes,Month-to-Month,77.0,3,Bank Withdrawal,382.77,Yes
2995-UPRYS,Yes,One Year,99.2,40,Credit Card,4852.6,Yes
6686-YPGHK,Yes,Month-to-Month,85.5,47,Credit Card,5811.56,Yes
8020-BWHYL,Yes,Month-to-Month,75.3,15,Credit Card,1267.3,Yes
6892-XPFPU,Yes,Month-to-Month,104.25,24,Bank Withdrawal,3628.14,Yes
8010-EZLOU,Yes,Month-to-Month,80.2,15,Bank Withdrawal,1398.45,Yes
8062-YBDOE,Yes,Month-to-Month,69.65,1,Bank Withdrawal,76.88000000000001,Yes
3672-YITQD,Yes,Month-to-Month,84.1,36,Bank Withdrawal,4161.0,Yes
8988-ECPJR,Yes,Month-to-Month,79.6,34,Credit Card,3596.86,Yes
3776-EKTKM,Yes,Month-to-Month,36.45,1,Bank Withdrawal,36.45,Yes
0643-OKLRP,Yes,Month-to-Month,80.35,47,Bank Withdrawal,5716.42,Yes
9381-NDKME,Yes,Month-to-Month,40.65,24,Credit Card,933.3,Yes
8327-LZKAS,Yes,One Year,107.55,43,Bank Withdrawal,5269.02,Yes
1075-BGWOH,Yes,Month-to-Month,98.75,16,Bank Withdrawal,1830.11,Yes
8485-GJCDN,Yes,Month-to-Month,69.05,5,Credit Card,468.75,Yes
6029-WTIPC,Yes,Month-to-Month,101.1,37,Bank Withdrawal,5152.27,Yes
3317-HRTNN,Yes,Month-to-Month,45.7,5,Bank Withdrawal,198.0,Yes
5569-OUICF,Yes,Month-to-Month,101.3,28,Credit Card,3272.24,Yes
5747-PMBSQ,Yes,Month-to-Month,92.5,10,Credit Card,1145.3,Yes
2982-IHMFT,Yes,Month-to-Month,74.45,1,Credit Card,114.06,Yes
5143-EGQFK,Yes,Month-to-Month,29.65,10,Bank Withdrawal,401.4,Yes
6168-WFVVF,Yes,Month-to-Month,70.3,3,Bank Withdrawal,252.12,Yes
7450-NWRTR,Yes,Month-to-Month,99.45,12,Bank Withdrawal,1462.8300000000002,Yes
6005-OBZPH,Yes,Month-to-Month,89.15,26,Bank Withdrawal,2513.99,Yes
7932-WPTDS,Yes,Month-to-Month,24.8,1,Bank Withdrawal,24.8,Yes
7000-WCEVQ,Yes,Month-to-Month,61.6,20,Credit Card,1716.55,Yes
5959-BELXA,Yes,Month-to-Month,96.15,32,Credit Card,3833.65,Yes
2506-TNFCO,Yes,Month-to-Month,69.55,1,Bank Withdrawal,82.00999999999999,Yes
6060-DRTNL,Yes,Month-to-Month,84.85,5,Credit Card,572.3,Yes
8473-VUVJN,Yes,Month-to-Month,73.65,1,Bank Withdrawal,113.53,Yes
0196-VULGZ,Yes,Month-to-Month,84.35,6,Bank Withdrawal,647.16,Yes
1976-CFOCS,Yes,Month-to-Month,46.0,1,Bank Withdrawal,53.74,Yes
4631-OACRM,Yes,Month-to-Month,79.4,15,Bank Withdrawal,1414.55,Yes
3755-JBMNH,Yes,Month-to-Month,71.8,16,Bank Withdrawal,1902.2,Yes
6345-ULYRW,Yes,One Year,88.4,44,Credit Card,4996.18,Yes
0013-EXCHZ,Yes,Month-to-Month,83.9,3,Credit Card,289.54,Yes
5550-VFRLC,Yes,Month-to-Month,69.85,1,Bank Withdrawal,153.3,Yes
2657-ALMWY,Yes,Month-to-Month,84.95,26,Bank Withdrawal,2644.51,Yes
6284-AHOOQ,Yes,Month-to-Month,90.5,22,Bank Withdrawal,2925.02,Yes
2460-FPSYH,Yes,Month-to-Month,55.8,40,Bank Withdrawal,2189.35,Yes
5028-HTLJB,Yes,Month-to-Month,20.05,1,Credit Card,39.92,No
0875-CABNR,Yes,Month-to-Month,84.6,10,Credit Card,1034.05,Yes
6982-UQZLY,Yes,Month-to-Month,20.85,1,Credit Card,43.71,No
0193-ESZXP,Yes,One Year,105.5,58,Credit Card,7188.02,Yes
4369-HTUIF,Yes,Month-to-Month,85.15,6,Bank Withdrawal,680.0600000000001,Yes
5287-QWLKY,Yes,Month-to-Month,105.1,71,Credit Card,10718.96,Yes
1891-UAWWU,Yes,Month-to-Month,90.8,20,Bank Withdrawal,2046.4,Yes
3096-JRDSO,Yes,Month-to-Month,104.3,27,Bank Withdrawal,3142.88,Yes
2398-YPMUR,Yes,Month-to-Month,70.15,13,Bank Withdrawal,1498.93,Yes
1265-XTECC,Yes,One Year,96.55,68,Credit Card,6716.54,Yes
4871-JTKJF,Yes,Month-to-Month,69.65,1,Bank Withdrawal,100.78,Yes
1415-YFWLT,Yes,Month-to-Month,89.3,1,Bank Withdrawal,119.53,Yes
3500-RMZLT,Yes,Month-to-Month,96.3,15,Credit Card,1863.4,Yes
2642-DTVCO,Yes,Month-to-Month,85.05,9,Bank Withdrawal,886.12,Yes
1363-TXLSL,Yes,Month-to-Month,70.3,1,Bank Withdrawal,109.4,Yes
7136-RVDTZ,Yes,One Year,45.25,70,Bank Withdrawal,3264.45,Yes
6927-WTFIV,Yes,Month-to-Month,71.3,20,Credit Card,1503.4,Yes
3398-ZOUAA,Yes,Month-to-Month,69.1,21,Bank Withdrawal,1889.29,Yes
4844-JJWUY,Yes,Month-to-Month,86.0,1,Bank Withdrawal,114.82,Yes
4785-QRJHC,Yes,One Year,59.9,46,Bank Withdrawal,2966.65,Yes
1965-AKTSX,Yes,Month-to-Month,78.95,14,Bank Withdrawal,1330.89,Yes
7248-VZQLC,Yes,Month-to-Month,85.2,47,Bank Withdrawal,4760.36,Yes
0011-IGKFF,Yes,Month-to-Month,98.0,13,Bank Withdrawal,1599.51,Yes
6496-SLWHQ,Yes,Month-to-Month,105.0,3,Bank Withdrawal,400.74,Yes
9912-GVSEQ,Yes,Month-to-Month,93.85,26,Bank Withdrawal,2622.83,Yes
5383-MMTWC,Yes,Month-to-Month,84.0,8,Bank Withdrawal,981.8,Yes
6877-LGWXO,Yes,Month-to-Month,78.55,18,Bank Withdrawal,1512.2900000000002,Yes
5167-GBFRE,Yes,Month-to-Month,25.2,4,Bank Withdrawal,102.5,Yes
1324-NLTJE,Yes,Month-to-Month,55.0,15,Credit Card,1014.95,Yes
5567-WSELE,Yes,Month-to-Month,94.6,3,Bank Withdrawal,376.48,Yes
6646-VRFOL,Yes,Month-to-Month,103.85,53,Bank Withdrawal,7571.58,Yes
9090-SGQXL,Yes,Month-to-Month,105.3,68,Bank Withdrawal,10507.21,Yes
6595-YGXIT,Yes,Month-to-Month,88.95,25,Bank Withdrawal,3482.7,Yes
9835-ZIITK,Yes,One Year,110.85,66,Bank Withdrawal,10717.17,Yes
5649-TJHOV,Yes,Month-to-Month,36.5,27,Bank Withdrawal,1062.0,Yes
9253-QXKBE,Yes,Month-to-Month,94.45,29,Bank Withdrawal,2834.9,Yes
8775-LHDJH,Yes,Month-to-Month,90.6,1,Bank Withdrawal,103.62,Yes
3097-NQYSN,Yes,Month-to-Month,86.85,2,Credit Card,204.73,Yes
3565-UNOCC,Yes,Month-to-Month,99.05,29,Bank Withdrawal,3600.42,Yes
9190-MFJLN,Yes,Month-to-Month,95.9,19,Credit Card,2400.53,Yes
1095-JUDTC,Yes,Month-to-Month,95.05,47,Bank Withdrawal,5172.89,Yes
5385-SUIRI,Yes,Month-to-Month,104.2,52,Bank Withdrawal,7523.55,Yes
6328-ZPBGN,Yes,Month-to-Month,95.15,11,Bank Withdrawal,1037.47,Yes
2856-NNASM,Yes,Month-to-Month,89.55,43,Mailed Check,5538.91,Yes
6769-DYBQN,Yes,Month-to-Month,85.0,46,Bank Withdrawal,5661.280000000001,Yes
2446-BEGGB,Yes,Month-to-Month,98.25,6,Bank Withdrawal,844.7,Yes
1496-GGSUK,Yes,Month-to-Month,25.7,1,Mailed Check,25.7,Yes
3296-SILRA,Yes,Month-to-Month,76.4,1,Mailed Check,117.56,Yes
5180-UCIIQ,Yes,Month-to-Month,40.05,22,Mailed Check,880.2,Yes
1977-STDKI,Yes,Month-to-Month,73.0,1,Bank Withdrawal,93.55,Yes
5813-UECBU,Yes,Month-to-Month,83.85,33,Credit Card,3987.79,Yes
4342-HENTK,Yes,Month-to-Month,70.65,2,Bank Withdrawal,167.39,Yes
1597-LHYNC,Yes,Month-to-Month,95.0,26,Bank Withdrawal,3795.58,Yes
8651-ENBZX,Yes,One Year,106.0,60,Bank Withdrawal,8614.8,Yes
9286-DOJGF,Yes,Month-to-Month,74.95,38,Bank Withdrawal,3469.49,Yes
9661-MHUMO,Yes,Month-to-Month,49.25,1,Credit Card,57.63,Yes
8884-ADFVN,Yes,Month-to-Month,101.95,7,Bank Withdrawal,943.47,Yes
2720-WGKHP,Yes,Month-to-Month,94.0,2,Bank Withdrawal,223.68,Yes
9776-CLUJA,Yes,Month-to-Month,77.5,51,Bank Withdrawal,4718.72,Yes
3551-HUAZH,Yes,Month-to-Month,74.4,1,Bank Withdrawal,85.48,Yes
8634-MPHTR,Yes,Month-to-Month,100.05,47,Bank Withdrawal,5292.64,Yes
2474-BRUCM,Yes,Month-to-Month,101.85,40,Bank Withdrawal,4200.3,Yes
0616-ATFGB,Yes,Month-to-Month,25.05,1,Bank Withdrawal,25.05,Yes
7235-NXZCP,Yes,Month-to-Month,74.85,2,Mailed Check,247.22,Yes
6661-HBGWL,Yes,Month-to-Month,104.75,42,Bank Withdrawal,5004.69,Yes
9317-WZPGV,Yes,Month-to-Month,79.75,2,Bank Withdrawal,248.66000000000005,Yes
3621-CEOVK,Yes,Month-to-Month,100.2,14,Bank Withdrawal,2027.94,Yes
7632-MNYOY,Yes,One Year,110.9,66,Credit Card,8085.45,Yes
9248-OJYKK,Yes,Month-to-Month,76.45,1,Bank Withdrawal,90.29,Yes
3398-FSHON,Yes,Month-to-Month,91.3,12,Bank Withdrawal,1502.62,Yes
3319-DWOEP,Yes,Month-to-Month,95.75,6,Bank Withdrawal,861.15,Yes
0818-OCPZO,Yes,Month-to-Month,81.45,27,Bank Withdrawal,3280.62,Yes
1389-CXMLU,Yes,Month-to-Month,91.05,3,Bank Withdrawal,368.06000000000006,Yes
5561-NWEVX,Yes,Month-to-Month,79.2,2,Bank Withdrawal,208.31,Yes
2272-QAGFO,Yes,Month-to-Month,74.3,14,Bank Withdrawal,1587.23,Yes
3768-NLUBH,Yes,Month-to-Month,100.6,57,Bank Withdrawal,8145.85,Yes
7359-SSBJK,Yes,Two Year,70.2,64,Credit Card,6344.68,Yes
0685-MLYYM,Yes,Month-to-Month,70.75,2,Bank Withdrawal,174.57,Yes
7957-RYHQD,Yes,Month-to-Month,79.2,40,Credit Card,5028.25,Yes
6230-BSUXY,Yes,Month-to-Month,85.0,1,Bank Withdrawal,127.5,Yes
3990-QYKBE,Yes,Month-to-Month,92.5,37,Bank Withdrawal,5300.09,Yes
9274-CNFMO,Yes,Month-to-Month,74.95,4,Bank Withdrawal,421.14,Yes
3005-NFMTA,Yes,Month-to-Month,98.8,55,Bank Withdrawal,6108.9,Yes
5389-FFVKB,Yes,Month-to-Month,80.3,32,Credit Card,2549.61,Yes
8444-WRIDW,Yes,Month-to-Month,80.45,66,Credit Card,8373.29,Yes
5868-YWPDW,Yes,Month-to-Month,84.2,6,Bank Withdrawal,761.79,Yes
1273-MTETI,Yes,Month-to-Month,88.85,4,Bank Withdrawal,423.89,Yes
5480-HPRRX,Yes,Month-to-Month,25.3,3,Bank Withdrawal,77.75,Yes
7234-FECYN,Yes,Month-to-Month,101.35,8,Bank Withdrawal,1132.34,Yes
1400-MMYXY,Yes,Month-to-Month,105.9,3,Bank Withdrawal,458.55,Yes
7142-HVGBG,Yes,Month-to-Month,103.0,43,Bank Withdrawal,5163.79,Yes
1564-NTYXF,Yes,Month-to-Month,82.0,13,Bank Withdrawal,1185.05,Yes
0886-QGENL,Yes,Month-to-Month,101.25,27,Bank Withdrawal,3991.59,Yes
8739-WWKDU,Yes,Month-to-Month,89.5,25,Bank Withdrawal,2657.65,Yes
8685-WHQPW,Yes,Month-to-Month,74.4,22,Bank Withdrawal,1804.58,Yes
7240-FQLHE,Yes,Month-to-Month,99.75,18,Bank Withdrawal,2291.11,Yes
6664-FPDAC,Yes,One Year,111.95,56,Bank Withdrawal,7508.66,Yes
0786-VSSUD,Yes,Month-to-Month,39.0,16,Mailed Check,679.85,Yes
6583-QGCSI,Yes,Month-to-Month,88.05,50,Bank Withdrawal,6323.35,Yes
1980-KXVPM,Yes,Month-to-Month,75.05,3,Credit Card,327.71000000000004,Yes
0723-DRCLG,Yes,Month-to-Month,74.45,1,Bank Withdrawal,115.72,Yes
6894-LFHLY,Yes,Month-to-Month,75.75,1,Bank Withdrawal,84.1,Yes
8361-LTMKD,Yes,Month-to-Month,74.4,4,Mailed Check,369.04,Yes
3841-NFECX,No,Two Year,96.35,71,Credit Card,10105.37,Yes
4929-XIHVW,No,One Year,95.5,2,Credit Card,257.85,Yes
3413-BMNZE,No,One Year,45.25,1,Bank Withdrawal,57.14,Yes
8012-SOUDQ,No,One Year,90.25,43,Bank Withdrawal,4379.6900000000005,Yes
6575-SUVOI,No,One Year,69.5,25,Credit Card,2517.65,Yes
4667-QONEA,No,One Year,74.85,60,Credit Card,7390.35,Yes
5067-XJQFU,No,One Year,108.45,66,Bank Withdrawal,8514.49,Yes
1891-QRQSA,No,Two Year,111.6,64,Bank Withdrawal,8144.12,Yes
2673-CXQEU,No,One Year,110.5,56,Bank Withdrawal,8778.78,Yes
0191-ZHSKZ,No,One Year,74.75,30,Bank Withdrawal,3269.6000000000004,Yes
2424-WVHPL,No,One Year,74.7,1,Bank Withdrawal,102.35,Yes
5386-THSLQ,No,One Year,45.55,66,Bank Withdrawal,3027.25,Yes
2639-UGMAZ,No,One Year,56.45,71,Bank Withdrawal,3985.35,Yes
3146-MSEGF,No,Two Year,88.05,72,Credit Card,7900.209999999999,Yes
1131-QQZEB,No,Two Year,23.95,71,Bank Withdrawal,3937.32,No
2504-DSHIH,No,One Year,86.8,23,Bank Withdrawal,2955.42,Yes
9058-HRZSV,No,One Year,94.4,65,Bank Withdrawal,8616.95,Yes
4522-AKYLR,No,One Year,54.8,13,Bank Withdrawal,867.93,Yes
0221-WMXNQ,No,One Year,75.35,4,Bank Withdrawal,419.0,Yes
5046-NUHWD,No,One Year,45.0,29,Bank Withdrawal,1228.65,Yes
7529-ZDFXI,No,One Year,89.85,57,Bank Withdrawal,7014.97,Yes
3197-ARFOY,No,One Year,105.0,19,Mailed Check,2178.3,Yes
4716-HHKQH,No,One Year,107.05,20,Bank Withdrawal,2723.25,Yes
3179-GBRWV,No,One Year,64.95,21,Bank Withdrawal,2241.75,Yes
4847-TAJYI,No,One Year,89.35,6,Bank Withdrawal,616.16,Yes
6851-WEFYX,No,One Year,100.8,35,Bank Withdrawal,3511.7,Yes
3167-SNQPL,No,One Year,101.15,38,Bank Withdrawal,4817.25,Yes
2799-ARNLO,No,One Year,69.35,5,Bank Withdrawal,389.4,Yes
5701-YVSVF,No,One Year,82.9,11,Bank Withdrawal,1200.6999999999998,Yes
5697-GOMBF,No,One Year,35.9,28,Bank Withdrawal,1013.65,Yes
2739-CACDQ,No,One Year,82.65,17,Credit Card,1488.07,Yes
6035-BXTTY,No,One Year,54.65,32,Bank Withdrawal,2477.54,Yes
0021-IKXGC,No,One Year,72.1,1,Bank Withdrawal,79.86999999999999,Yes
4654-DLAMQ,No,One Year,97.0,64,Bank Withdrawal,6671.54,Yes
4115-NZRKS,No,One Year,89.15,7,Bank Withdrawal,688.87,Yes
3351-NGXYI,No,One Year,54.1,16,Bank Withdrawal,1044.52,Yes
8204-YJCLA,No,Two Year,64.8,72,Bank Withdrawal,4732.35,Yes
9774-NRNAU,No,One Year,84.8,27,Bank Withdrawal,3215.94,Yes
0224-RLWWD,No,One Year,44.3,2,Bank Withdrawal,137.12,Yes
3951-NJCVI,No,One Year,95.05,42,Bank Withdrawal,5820.68,Yes
0177-PXBAT,No,One Year,109.9,33,Bank Withdrawal,4524.65,Yes
2519-ERQOJ,No,One Year,54.6,33,Bank Withdrawal,1803.7,Yes
0111-KLBQG,No,One Year,93.95,32,Mailed Check,3880.97,Yes
1996-DBMUS,No,One Year,70.65,48,Bank Withdrawal,4149.85,Yes
2055-SIFSS,No,One Year,51.65,55,Bank Withdrawal,4462.700000000001,Yes
2806-MLNTI,No,One Year,105.1,52,Bank Withdrawal,6892.2,Yes
5628-RKIFK,No,One Year,101.55,49,Credit Card,6287.56,Yes
5760-WRAHC,No,One Year,69.75,22,Mailed Check,2644.96,Yes
1480-BKXGA,No,Two Year,116.05,72,Bank Withdrawal,10063.54,Yes
9076-AXYIK,No,Two Year,102.1,64,Bank Withdrawal,7830.61,Yes
4933-IKULF,No,One Year,20.65,17,Mailed Check,741.15,No
3780-DDGSE,No,One Year,76.05,35,Bank Withdrawal,3243.85,Yes
4612-SSVHJ,No,One Year,81.45,20,Bank Withdrawal,2135.2,Yes
5756-OZRIO,No,One Year,64.05,61,Bank Withdrawal,5991.24,Yes
4513-CXYIX,No,Two Year,80.7,71,Credit Card,8799.29,Yes
4332-MUOEZ,No,One Year,94.3,20,Credit Card,2469.1,Yes
6705-LXORM,No,One Year,70.05,5,Bank Withdrawal,329.70000000000005,Yes
4109-CYRBD,No,One Year,51.6,29,Bank Withdrawal,2533.85,Yes
8606-CIQUL,No,Two Year,115.75,72,Credit Card,10725.31,Yes
0356-OBMAC,No,Two Year,99.9,56,Bank Withdrawal,6676.78,Yes
1297-VQDRP,No,One Year,107.15,68,Credit Card,9613.28,Yes
4676-MQUEA,No,One Year,101.9,50,Bank Withdrawal,5990.0,Yes
7025-WCBNE,No,Two Year,59.6,47,Bank Withdrawal,3448.66,Yes
6030-REHUX,No,One Year,110.85,28,Bank Withdrawal,4483.16,Yes
6522-YRBXD,No,One Year,94.55,35,Bank Withdrawal,4080.8,Yes
6689-VRRTK,No,One Year,109.8,44,Credit Card,7049.35,Yes
7134-MJPDY,No,One Year,102.85,66,Credit Card,7804.33,Yes
4881-JVQOD,No,One Year,34.55,10,Bank Withdrawal,362.6,Yes
6797-UCJHZ,No,One Year,104.6,66,Credit Card,8503.11,Yes
2469-DTSGX,No,Two Year,111.65,72,Bank Withdrawal,11169.77,Yes
4908-XAXAY,No,One Year,89.85,49,Bank Withdrawal,6625.48,Yes
3509-GWQGF,No,One Year,70.0,24,Credit Card,2634.12,Yes
3729-OWRVL,No,Two Year,110.35,65,Bank Withdrawal,10121.1,Yes
7251-LJBQN,No,One Year,103.75,40,Credit Card,5330.0,Yes
2682-KEVRP,No,One Year,20.05,22,Credit Card,1173.58,No
9978-HYCIN,No,One Year,84.95,47,Bank Withdrawal,6085.68,Yes
8329-UTMVM,No,One Year,104.65,27,Bank Withdrawal,3892.53,Yes
6952-OMNWB,No,One Year,80.35,68,Credit Card,7922.38,Yes
6549-YMFAW,No,One Year,21.25,9,Credit Card,219.49,No
1307-TVUFB,No,One Year,79.35,42,Bank Withdrawal,3911.52,Yes
7503-MIOGA,No,Two Year,89.85,72,Bank Withdrawal,10190.07,Yes
2499-AJYUA,No,Two Year,110.8,72,Credit Card,9023.45,Yes
6919-ELBGL,No,Two Year,114.95,72,Bank Withdrawal,9735.76,Yes
3966-HRMZA,No,One Year,75.05,3,Credit Card,331.73,Yes
5671-RQRLP,No,Two Year,75.65,70,Credit Card,6566.629999999999,Yes
4785-NKHCX,No,One Year,20.05,5,Bank Withdrawal,244.85,No
4250-WAROZ,No,One Year,93.25,60,Bank Withdrawal,6955.35,Yes
3523-BRGUW,No,One Year,19.3,26,Credit Card,1271.59,No
2123-AGEEN,No,One Year,84.35,7,Bank Withdrawal,774.51,Yes
1258-YMZNM,No,One Year,110.5,27,Bank Withdrawal,3823.12,Yes
6259-WJQLC,No,One Year,81.1,32,Credit Card,2635.84,Yes
7508-SMHXL,No,One Year,89.0,15,Credit Card,1267.66,Yes
3956-CJUST,No,One Year,75.4,23,Bank Withdrawal,2128.81,Yes
4824-GUCBY,No,One Year,81.7,22,Bank Withdrawal,2306.48,Yes
6630-UJZMY,No,One Year,83.25,4,Bank Withdrawal,325.48,Yes
9904-EHEVJ,No,One Year,91.35,32,Credit Card,3052.9300000000003,Yes
2826-DXLQO,No,One Year,29.8,7,Bank Withdrawal,208.62,Yes
9489-UTFKA,No,One Year,60.9,8,Bank Withdrawal,714.5699999999999,Yes
4849-PYRLQ,No,Two Year,73.25,56,Bank Withdrawal,6125.84,Yes
2858-EIMXH,No,One Year,95.85,53,Credit Card,6592.17,Yes
6419-ZTTLE,No,One Year,20.75,23,Bank Withdrawal,1501.65,No
8242-SOQUO,No,One Year,84.7,5,Bank Withdrawal,422.4,Yes
7460-ITWWP,No,One Year,86.1,45,Bank Withdrawal,5687.51,Yes
7868-TMWMZ,No,Two Year,110.0,60,Bank Withdrawal,8145.55,Yes
4829-ZLJTK,No,Two Year,112.4,72,Bank Withdrawal,9143.41,Yes
8883-GRDWQ,No,One Year,54.0,20,Credit Card,1502.1,Yes
9845-PEEKO,No,Two Year,79.2,59,Credit Card,4952.02,Yes
1751-NCDLI,No,One Year,98.85,46,Bank Withdrawal,4758.099999999999,Yes
2176-LVPNX,No,Two Year,89.85,71,Credit Card,9088.14,Yes
3452-ABWRL,No,One Year,86.05,47,Credit Card,5937.36,Yes
1779-PWPMG,No,Two Year,114.65,72,Bank Withdrawal,8664.43,Yes
3082-WQRVY,No,One Year,19.65,14,Credit Card,869.29,No
2460-NGXBJ,No,One Year,75.2,11,Credit Card,1090.34,Yes
5268-DSMNQ,No,One Year,97.95,62,Credit Card,6643.97,Yes
6242-MBHPK,No,One Year,95.1,23,Bank Withdrawal,3289.29,Yes
4782-OSFXZ,No,Two Year,82.7,71,Bank Withdrawal,8495.83,Yes
1282-IHQAC,No,One Year,44.05,70,Credit Card,3011.65,Yes
1641-RQDAY,No,One Year,100.4,32,Bank Withdrawal,4792.37,Yes
5461-QKNTN,No,One Year,94.3,43,Bank Withdrawal,4150.52,Yes
8089-UZWLX,No,Two Year,104.05,71,Bank Withdrawal,10811.61,Yes
4468-KAZHE,No,One Year,60.0,20,Bank Withdrawal,1438.9499999999998,Yes
1543-LLLFT,No,One Year,98.3,61,Credit Card,6200.14,Yes
6507-ZJSUR,No,One Year,90.45,23,Bank Withdrawal,3224.11,Yes
9220-ZNKJI,No,Two Year,88.8,55,Credit Card,6631.85,Yes
0723-VSOBE,No,One Year,34.2,45,Bank Withdrawal,1596.6,Yes
1004-NOZNR,No,One Year,94.8,56,Credit Card,5856.22,Yes
1251-STYSZ,No,One Year,80.25,4,Bank Withdrawal,368.7,Yes
9681-KYGYB,No,One Year,88.2,49,Bank Withdrawal,5433.45,Yes
7005-CYUIL,No,Two Year,99.4,71,Bank Withdrawal,8038.71,Yes
2388-LAESQ,No,Two Year,114.85,72,Bank Withdrawal,10385.79,Yes
3108-PCCGG,No,Two Year,84.45,72,Credit Card,7103.6900000000005,Yes
6729-GDNGC,No,One Year,80.7,20,Bank Withdrawal,2044.0,Yes
4238-HFHSN,No,One Year,82.15,61,Bank Withdrawal,6524.400000000001,Yes
2692-BUCFV,No,One Year,101.45,29,Bank Withdrawal,3199.71,Yes
5651-WYIPH,No,One Year,49.85,18,Credit Card,1606.09,Yes
8752-GHJFU,No,One Year,92.0,71,Bank Withdrawal,9183.8,Yes
6896-SRVYQ,No,One Year,73.85,44,Bank Withdrawal,5293.040000000001,Yes
9052-VKDUW,No,One Year,109.4,65,Credit Card,8221.95,Yes
2480-EJWYP,No,One Year,97.8,58,Bank Withdrawal,8090.26,Yes
6806-YDEUL,No,Two Year,19.5,6,Bank Withdrawal,118.98,No
0222-CNVPT,No,Two Year,48.8,52,Credit Card,2555.05,Yes
6048-UWKAL,No,Two Year,105.4,69,Credit Card,8336.86,Yes
9290-SHCMB,No,Two Year,96.85,13,Bank Withdrawal,1582.39,Yes
2277-BKJKN,No,Two Year,99.2,71,Bank Withdrawal,8775.75,Yes
8016-ZMGMO,No,One Year,70.85,66,Bank Withdrawal,7643.51,Yes
1728-CXQBE,No,Two Year,94.25,64,Bank Withdrawal,7574.519999999999,Yes
0481-SUMCB,No,One Year,102.15,45,Bank Withdrawal,6270.75,Yes
2811-POVEX,No,Two Year,88.45,23,Bank Withdrawal,2177.24,Yes
7905-NJMXS,No,Two Year,64.2,7,Bank Withdrawal,497.33,Yes
9957-YODKZ,No,Two Year,80.8,6,Bank Withdrawal,588.32,Yes
3223-DWFIO,No,Two Year,69.35,4,Bank Withdrawal,382.09,Yes
3292-PBZEJ,No,Two Year,111.4,11,Bank Withdrawal,1251.98,Yes
0993-OSGPT,No,One Year,60.65,68,Bank Withdrawal,6733.299999999999,Yes
7108-DGVUU,No,One Year,71.7,21,Bank Withdrawal,2233.35,Yes
9906-NHHVC,No,Two Year,53.5,65,Bank Withdrawal,3517.9,Yes
8152-UOBNY,No,One Year,106.8,50,Bank Withdrawal,5877.95,Yes
7351-KYHQH,No,Two Year,64.95,7,Bank Withdrawal,548.39,Yes
6374-NTQLP,No,Two Year,104.1,72,Credit Card,8698.74,Yes
6267-DCFFZ,No,Two Year,90.05,30,Bank Withdrawal,4059.7,Yes
2439-LYPMQ,No,Two Year,102.6,38,Bank Withdrawal,4143.889999999999,Yes
7426-WEIJX,No,Two Year,80.95,60,Bank Withdrawal,5903.370000000001,Yes
3761-FLYZI,No,Two Year,108.8,65,Bank Withdrawal,10215.38,Yes
1060-ENTOF,No,One Year,105.4,67,Credit Card,7214.490000000001,Yes
0999-QXNSA,No,Two Year,45.75,7,Credit Card,603.1800000000001,Yes
